ZBEDROOMS,NCOMBATH,TOTROOMS,ROOFTYPE,FUELPOOL,RECBATH,TOTSQFT_EN,KWH
0,2,6,5,-2,0,2137,13926.781
0,2,8,5,-2,0,4292,10030.988000000001
0,3,9,5,-2,0,3298,22806.959
0,1,7,5,-2,0,1029,9106.357
0,1,7,5,-2,0,1644,8666.874
0,2,7,5,-2,0,2562,14244.765
0,1,4,-2,-2,0,968,2246.698
0,1,5,-2,-2,0,371,6918.0
0,1,6,5,-2,0,1975,14282.921
0,2,8,5,-2,0,2940,23265.118
0,1,8,3,-2,0,1848,9523.0
0,2,6,5,-2,0,5168,14989.0
0,1,6,5,-2,1,700,13785.768
0,2,4,5,-2,1,2924,23682.0
0,1,4,3,-2,0,804,22256.182999999997
0,2,7,5,-2,0,2049,11288.833999999999
0,2,5,5,-2,0,1639,9096.789
0,1,5,3,-2,0,809,14275.0
0,2,6,5,-2,0,1162,9560.452
0,2,7,5,-2,0,1543,13637.275
0,1,5,5,-2,0,1612,7679.124
0,1,3,-2,-2,0,581,2206.2870000000003
0,2,7,2,-2,0,3008,6129.677
0,2,6,3,-2,0,2078,14758.572
0,1,7,5,-2,0,1455,13746.945
0,3,6,5,-2,0,1128,4655.455
0,2,4,-2,-2,0,735,2934.7
0,2,6,5,-2,0,1124,19845.0
0,2,6,2,-2,0,1964,2449.515
0,2,5,5,-2,0,3272,7714.845
0,2,8,5,-2,0,1911,30801.904
0,2,9,5,-2,0,2866,12509.645
0,2,3,-2,-2,0,1042,5576.0
0,2,5,5,-2,0,950,9867.601
0,2,8,5,-2,0,1776,8304.84
0,2,5,3,-2,0,2600,9849.0
0,2,9,5,-2,0,3379,5973.108
0,1,4,5,-2,0,803,11558.499
0,2,6,5,2,1,1670,16666.446
0,3,11,5,-2,0,6633,15727.075
0,2,8,5,5,0,2061,26021.917999999998
0,1,5,5,-2,0,1377,3660.0570000000002
0,1,3,-2,-2,0,755,6621.281
0,2,5,5,-2,0,1210,8373.818000000001
0,3,15,5,-2,0,4304,29988.971
0,2,10,5,-2,0,2056,23843.416
0,1,3,-2,-2,0,551,2679.0
0,3,9,3,-2,0,1920,24972.881
0,2,7,1,-2,0,1800,11261.78
0,2,7,5,-2,0,3712,7711.033
0,2,7,5,-2,0,2976,5582.441
0,2,9,5,-2,0,1258,10651.0
0,4,15,5,-2,1,7030,20028.404
0,1,2,-2,-2,0,575,6713.0
0,1,6,2,-2,0,1658,9233.448
0,2,7,5,-2,0,1511,18830.429
0,2,8,5,-2,0,7558,10007.493
0,2,7,5,-2,0,1787,9380.065
0,1,5,5,-2,0,2420,14513.691
0,2,8,5,-2,0,2184,5726.0
0,1,4,3,-2,0,1050,3857.696
0,1,5,5,-2,0,1702,15244.825
0,1,5,2,-2,0,1085,8118.779
0,2,7,3,-2,0,1426,4758.305
0,2,7,5,2,1,3824,15543.065
0,2,8,5,-2,0,1481,12627.813
0,2,11,5,-2,0,3840,12913.101999999999
0,1,7,5,-2,0,2208,3996.3940000000002
0,1,5,5,-2,1,3528,22351.162
0,1,6,5,-2,0,2304,6365.401
0,2,5,2,-2,1,990,12160.636999999999
0,2,6,5,-2,1,3685,4032.066
0,3,8,3,-2,1,1760,13231.581
0,1,6,5,-2,0,1299,21428.121
0,1,4,3,-2,0,980,7602.094
0,1,3,-2,-2,0,815,3133.36
0,2,5,5,-2,0,1377,8489.0
0,1,5,5,-2,0,1520,5121.626
0,1,5,5,-2,0,1250,13739.0
0,1,6,5,-2,1,2116,21019.0
0,3,8,5,-2,0,5267,10666.813
0,1,4,5,-2,0,1199,3052.03
0,2,6,5,-2,0,2916,17518.533
0,1,3,5,-2,0,520,6274.318
0,2,6,5,-2,0,1588,8145.505999999999
0,1,3,-2,-2,0,783,6996.85
0,3,6,1,-2,0,2030,7002.96
0,1,7,5,-2,0,1482,5918.922
0,1,1,-2,-2,0,610,4205.684
0,3,7,5,1,1,5207,34333.763
0,2,7,5,-2,0,1558,17373.418
1,1,3,5,-2,0,1741,5840.6669999999995
0,2,9,3,-2,0,2534,19173.0
0,2,7,5,-2,0,1718,8480.212
0,2,8,5,-2,0,2000,16672.182
0,3,9,5,-2,0,3127,13662.251
0,2,7,5,-2,0,2245,10886.43
1,1,3,-2,-2,0,763,8791.0
0,2,8,5,-2,0,5167,10515.588
0,1,7,5,-2,0,2240,2408.6910000000003
0,1,5,3,-2,0,1152,7488.573
0,2,13,5,-2,0,5204,18931.631999999998
0,1,4,5,-2,0,910,5134.682
0,1,9,5,-2,0,3240,18406.296000000002
0,2,5,-2,-2,0,2240,9908.0
0,1,4,-2,-2,0,831,6008.0
0,2,8,5,-2,0,1430,10369.304
0,2,5,-2,-2,0,1031,9124.831
0,2,9,3,-2,0,2320,18668.666
0,4,9,5,-2,1,5480,24318.0
0,2,7,1,5,0,1968,21367.217
0,2,8,5,-2,1,2850,21843.015
0,2,8,5,-2,0,1916,14656.594
0,2,7,5,-2,0,3059,5630.34
0,2,8,1,-2,0,2775,10484.1
0,4,10,5,-2,0,4464,15601.776000000002
0,1,7,5,-2,0,1456,13659.0
0,2,5,5,-2,0,1775,10232.496
0,1,6,5,-2,0,2637,15596.964
0,2,8,5,-2,0,2733,8834.302
0,1,4,-2,-2,0,677,6472.0
0,2,7,5,-2,0,2336,8152.478
0,2,5,5,-2,0,1856,6980.481
0,2,6,5,-2,0,3055,14948.229
0,3,9,5,-2,0,4106,9645.412
0,1,3,-2,-2,0,910,5602.269
0,2,4,2,-2,0,1147,2468.212
0,1,2,5,-2,0,1076,4950.0
0,1,4,5,-2,0,1700,6510.868
0,2,7,5,-2,0,2460,10349.893
0,1,3,-2,-2,0,890,3591.45
0,2,9,5,-2,0,3201,16834.0
0,2,6,5,-2,0,1848,24117.795
0,1,5,5,-2,0,2356,5266.0740000000005
0,2,4,5,-2,0,1237,11663.412
0,3,9,3,-2,0,3927,29942.29
0,1,5,5,-2,0,1960,5377.022
0,1,5,2,-2,0,1000,2945.0
0,2,4,5,-2,0,2304,4128.643
0,1,2,5,-2,0,631,11013.742
0,2,5,5,-2,0,1443,16472.387
0,4,14,5,-2,0,3759,22180.505
0,4,9,7,1,1,3127,9499.0
0,2,7,5,-2,0,1440,4591.83
0,1,5,5,-2,0,1128,6082.531
0,3,8,5,-2,0,1848,4024.7329999999997
0,1,6,5,-2,0,2784,18247.156000000003
0,2,7,5,-2,0,1428,13870.374
0,1,2,-2,-2,0,687,4860.0
0,1,4,5,-2,0,2578,10833.487
1,2,6,2,-2,0,2596,6421.767
0,1,4,-2,-2,0,1100,6531.918000000001
0,3,8,5,-2,0,4787,15021.896999999999
0,1,5,5,-2,0,497,9948.16
0,4,9,2,1,1,3094,17343.553
0,3,10,5,-2,0,4124,15912.412
0,2,9,5,-2,1,3440,6845.486
0,1,3,-2,-2,0,952,2387.709
0,2,5,-2,-2,0,1164,3071.03
0,1,4,5,-2,0,840,18129.75
0,1,4,5,-2,0,780,5292.536999999999
0,3,6,5,-2,0,1430,25181.272999999997
0,1,6,5,-2,0,1448,10975.0
0,3,10,5,-2,0,4402,21836.0
0,2,4,5,-2,0,854,6701.437
0,2,7,5,-2,0,4351,20673.939
0,3,10,5,-2,1,2840,24110.0
0,2,8,5,-2,0,2546,6647.0
0,2,5,2,-2,0,1804,19147.752
0,2,7,5,-2,0,2680,14761.0
0,1,5,5,-2,0,1238,4184.134
0,1,6,3,-2,0,1200,21785.926
0,1,3,5,-2,0,714,879.6469999999999
0,3,8,5,-2,0,2464,17029.688000000002
0,2,6,4,-2,0,1200,26081.591
0,2,6,5,-2,0,1412,16531.906000000003
0,2,6,5,-2,0,1846,8250.933
0,2,6,5,-2,0,1344,5953.603
0,2,5,-2,-2,0,1040,8532.323
0,2,6,5,-2,0,1630,1727.605
0,3,6,7,1,0,4120,33449.733
0,2,6,5,-2,0,1200,17622.712
0,3,8,5,-2,0,3488,14510.351
0,1,4,5,-2,0,1346,2398.65
0,2,10,3,-2,0,1588,16752.388
0,2,5,1,-2,0,1400,4731.161
0,2,4,-2,-2,0,1055,2085.471
0,2,6,5,-2,0,774,12488.941
0,2,5,3,-2,0,1169,12534.048
0,0,4,3,-2,0,525,3536.0
0,3,8,5,-2,0,2184,28131.267000000003
0,2,6,5,-2,0,1200,18242.806
0,1,3,5,-2,0,744,11260.344
0,1,5,5,-2,0,1415,6979.2919999999995
0,2,5,5,-2,0,1078,11429.566
0,2,6,5,-2,0,1877,10527.282
0,1,1,2,-2,0,636,3453.967
0,2,8,5,-2,0,1692,11623.094
0,3,8,5,-2,1,1884,10744.355
0,4,10,5,-2,0,4090,21728.979
0,2,8,5,-2,0,1258,3576.12
0,2,8,5,-2,0,2497,19974.706000000002
0,2,4,2,-2,0,800,14001.293
0,2,7,5,-2,0,1736,5042.455
0,3,8,5,8,1,1430,16179.935
0,2,7,9,-2,0,1801,2389.6
0,2,5,-2,-2,0,1053,12631.652
0,1,4,3,-2,0,780,22328.322999999997
0,2,5,1,-2,1,1043,5781.4619999999995
0,3,9,5,-2,0,4024,10014.0
0,2,7,5,-2,0,1580,10521.351999999999
0,1,3,-2,-2,0,968,11770.0
0,2,5,5,-2,0,1532,25073.462000000003
0,1,9,5,-2,0,2643,6449.03
0,3,6,3,-2,0,6180,13693.802
0,1,3,5,-2,0,1165,5973.774
0,1,5,2,-2,0,2040,6697.78
0,2,7,9,-2,0,2708,3875.829
0,2,6,5,-2,0,1924,6405.677
0,1,9,3,-2,0,3449,20537.0
0,1,4,2,-2,0,741,3466.6820000000002
0,1,4,-2,-2,0,1004,6193.266
0,1,4,5,-2,0,825,2259.06
0,2,7,5,-2,0,5852,10869.44
0,1,5,4,-2,0,2200,17388.0
0,2,8,3,-2,0,3136,21167.803
0,2,6,-2,-2,0,1125,19973.871
0,2,7,5,-2,0,6142,7882.536999999999
0,2,4,-2,-2,0,991,4104.329000000001
0,2,7,5,-2,0,1206,13716.968
0,3,7,5,-2,0,2551,6553.806
0,2,5,5,-2,0,1342,5209.963
0,1,4,-2,-2,0,750,1519.933
0,1,5,5,-2,0,1428,8557.412
0,2,10,1,-2,1,2350,5444.6669999999995
0,1,3,-2,-2,0,642,1892.0
0,2,5,-2,-2,0,1318,8229.167
0,2,4,5,-2,0,1238,13938.71
0,2,6,3,-2,0,1528,16958.448
0,1,7,5,-2,0,2494,15259.079
0,1,4,2,-2,0,887,9029.954
0,2,5,5,-2,0,1350,11484.091
0,1,3,-2,-2,0,499,4108.0
0,2,6,5,-2,0,1350,5977.6359999999995
0,2,6,5,-2,0,2500,14274.42
0,3,11,5,-2,0,2416,17897.318
0,2,5,3,-2,0,1456,24387.244
0,2,10,1,-2,1,2840,17295.0
0,2,7,5,-2,0,1150,5441.0
0,1,5,-2,-2,0,1053,3644.078
0,1,3,3,-2,0,840,9253.983
0,2,5,5,-2,0,5562,12012.412
0,2,6,2,-2,0,736,14016.097
0,2,6,5,-2,0,2304,5931.303000000001
0,2,4,3,-2,0,1435,7076.347
0,1,3,-2,-2,0,753,9018.032
0,2,5,5,-2,0,1440,7503.571
0,2,7,5,-2,0,3696,18537.695
0,2,5,5,-2,0,1275,9494.474
0,2,1,-2,-2,0,1033,4841.0
0,1,5,-2,-2,0,994,13756.596000000001
0,2,7,5,-2,0,1171,5121.454000000001
0,2,6,5,-2,0,664,11500.167
0,2,5,3,-2,0,1300,12315.0
0,1,7,5,-2,0,5312,5013.0
0,4,7,4,-2,0,3428,40896.09
0,1,6,5,-2,0,3294,7022.5419999999995
0,2,9,5,-2,0,2226,18955.727
0,1,4,5,-2,0,1031,5741.181
0,2,7,5,-2,1,3696,5285.16
0,2,7,-2,-2,0,1551,6702.394
0,2,8,5,-2,0,2470,13028.355
0,1,1,-2,-2,0,450,4620.471
0,2,6,3,-2,0,2129,2039.635
0,2,6,5,-2,0,1680,10395.0
0,1,3,5,-2,0,992,3779.0
0,2,5,-2,-2,0,1242,15570.9
0,2,7,3,-2,0,1711,22273.0
0,1,6,5,-2,0,1234,13016.0
0,1,4,5,-2,0,1139,4957.359
0,2,5,3,-2,0,1200,15167.294
0,2,11,5,-2,0,3323,11032.396999999999
0,1,6,5,-2,0,2246,4672.038
0,3,9,5,-2,0,4401,19961.805
0,1,4,5,-2,0,1478,5773.851
0,1,4,5,-2,0,905,7782.634
0,1,5,5,-2,0,1418,6492.031999999999
0,2,7,5,-2,0,2525,9728.899
0,1,6,5,-2,0,1010,4440.883
0,2,5,1,-2,0,2304,9094.925
0,1,1,-2,-2,0,388,1503.7
0,1,5,2,-2,0,1128,3364.4559999999997
0,1,3,5,-2,0,849,1493.624
0,3,6,-2,-2,0,1285,8507.935
0,2,4,5,-2,0,576,19311.226000000002
0,2,5,5,-2,0,2496,8819.267
0,1,4,5,-2,0,2514,5712.228
0,1,6,3,-2,0,1493,22456.825
0,2,5,5,-2,0,5846,16830.0
0,2,10,5,1,0,2056,11962.803
0,2,5,5,-2,0,1020,13919.441
0,1,5,5,5,0,938,14768.528999999999
0,3,11,1,-2,0,2886,14774.532
0,1,4,2,-2,0,880,2033.932
0,2,6,5,-2,0,1162,4715.524
0,1,6,9,-2,0,2960,6272.548000000001
0,2,7,5,-2,0,2049,13835.1
0,1,4,-2,-2,0,800,3491.9
0,4,6,5,-2,0,3104,27361.334
0,2,8,5,-2,0,1617,12629.96
0,2,7,5,-2,0,1297,9267.774
0,1,8,5,-2,0,1481,14007.226
0,1,6,5,-2,0,963,18173.795
0,2,7,5,-2,0,1400,14836.576000000001
0,2,4,-2,-2,0,840,6859.595
0,1,5,5,-2,0,1418,4498.893
0,1,4,-2,-2,0,1072,7389.226
0,1,4,-2,-2,0,959,1903.3
0,1,6,5,-2,0,1493,13385.533000000001
0,1,4,-2,-2,0,1350,8960.0
0,1,1,-2,-2,0,749,7372.579000000001
0,1,4,5,-2,0,964,11124.406
0,2,5,5,-2,0,2600,8390.5
0,3,7,5,-2,0,1980,20519.0
0,2,5,3,-2,0,1064,18193.791
0,2,5,5,-2,0,1187,13544.091
0,2,5,5,-2,0,940,6240.5
0,1,5,3,-2,0,1025,29160.808999999997
0,1,6,5,-2,0,1800,11752.77
0,1,3,-2,-2,0,691,4625.0
0,1,4,-2,-2,0,991,3909.0
0,1,3,-2,-2,0,840,2304.353
0,2,6,5,-2,0,2544,17127.073
0,1,6,5,-2,0,1950,4910.6
0,2,5,5,-2,0,950,9067.353000000001
0,2,6,5,-2,0,1624,17738.958
0,1,6,5,-2,0,2540,12542.855
0,1,5,5,-2,0,1350,5819.859
0,2,4,-2,-2,0,878,10465.0
0,2,7,5,-2,0,1837,9608.962
0,2,6,5,-2,0,1536,14398.993999999999
0,1,8,5,-2,0,4375,9322.065
0,0,9,5,-2,0,1272,6862.706999999999
0,2,7,5,-2,1,4567,15168.571000000002
0,2,9,2,-2,0,3807,20904.263
0,1,7,5,-2,0,2976,16856.0
0,2,7,1,-2,0,1782,14054.452
0,2,4,3,-2,0,938,17354.01
0,1,3,5,-2,0,1183,6532.101
0,1,4,3,-2,0,2496,9999.4
0,1,5,5,-2,0,2046,9452.015
0,1,4,-2,-2,0,1156,3360.697
0,3,8,5,-2,0,2654,11856.742
0,2,8,5,-2,0,3254,14360.409
0,2,6,5,-2,1,3867,8186.3
0,3,7,5,-2,1,4556,8075.125
0,2,8,3,-2,0,1645,11831.416000000001
0,1,6,5,-2,0,1404,11326.5
0,2,7,5,-2,0,1512,14434.88
0,2,6,5,-2,0,2309,18271.699
0,2,9,5,-2,0,4106,8323.033000000001
0,1,4,1,-2,0,350,13611.07
0,2,5,2,-2,0,1269,12938.412
0,4,10,5,-2,1,4761,13667.124
0,1,4,2,-2,0,982,6216.164000000001
0,2,10,5,-2,0,3256,20425.452
0,1,5,5,-2,0,1577,3292.565
0,2,7,5,-2,0,3892,11107.668
0,2,4,1,-2,0,900,2554.883
0,3,7,5,-2,0,2480,4114.7
0,1,4,-2,-2,0,667,9214.3
0,2,7,5,-2,0,2250,14865.826000000001
0,2,7,5,-2,0,2280,25149.935
0,1,5,5,-2,1,1222,6095.579000000001
0,3,6,2,-2,0,1728,24745.935
0,1,4,5,-2,0,1518,8424.733
0,1,4,5,-2,0,1984,3976.28
0,1,4,5,-2,0,1283,4400.776
0,2,6,2,-2,0,1288,8823.597
0,3,9,5,-2,1,2725,21019.387000000002
0,1,1,-2,-2,0,616,6878.125
0,1,7,5,-2,0,2630,11402.442
0,1,5,5,-2,0,1082,8873.851999999999
0,1,3,-2,-2,0,1463,3888.7270000000003
0,2,6,5,-2,0,2246,6811.255
0,2,10,5,-2,0,4038,17464.258
0,2,4,-2,-2,0,687,2544.0679999999998
0,2,6,5,-2,0,1169,12451.212
0,3,10,5,-2,0,2816,12500.875
0,2,7,5,-2,0,2008,17518.065
0,2,6,5,-2,0,1941,9428.972
0,1,4,-2,-2,0,943,7339.0
0,2,6,5,-2,0,2537,13081.161
0,2,4,-2,-2,0,1326,3681.3959999999997
0,2,6,5,-2,0,5936,10366.944
0,2,9,5,-2,1,3298,26453.932999999997
0,2,7,5,-2,0,3768,20754.0
0,1,6,5,-2,0,875,3318.941
0,1,4,-2,-2,0,1156,6101.2080000000005
0,2,8,5,-2,0,2860,17432.698
0,4,15,5,-2,0,4226,15859.29
0,1,7,5,-2,0,1334,18427.4
0,2,7,1,-2,0,1926,19842.376
0,2,6,5,-2,1,3440,4634.784000000001
0,2,6,2,-2,0,959,4927.788
0,2,8,5,-2,0,3312,21449.803
0,2,6,5,-2,1,1618,11510.231000000002
1,1,3,5,-2,0,2500,4316.563
0,2,8,5,-2,0,4400,14737.097
0,4,13,5,2,1,3377,19142.988999999998
0,2,10,5,-2,0,4690,25099.736
0,2,5,5,-2,0,2711,3025.2490000000003
0,1,4,5,-2,0,1071,5970.363
0,1,3,1,-2,0,672,8536.118
0,1,5,-2,-2,0,1898,16633.573
0,2,4,-2,-2,0,1014,2997.824
0,1,1,-2,-2,0,516,843.153
0,2,5,5,-2,0,2949,6855.769
0,2,5,2,-2,0,1292,10541.383999999998
0,1,3,3,-2,0,780,8823.632
0,1,3,1,-2,0,796,12925.383
0,1,7,3,3,0,2378,13301.581
0,1,1,-2,-2,0,664,6123.0
0,2,6,5,-2,0,1232,16565.042
0,3,8,5,-2,0,3774,8153.045999999999
0,2,7,5,-2,0,2010,11613.0
0,2,10,5,-2,0,4038,4572.8
0,1,6,5,-2,0,1080,7729.5
0,0,8,5,-2,0,2475,10294.616
0,1,5,5,-2,0,2116,9342.303
0,1,6,5,-2,0,1227,10083.636999999999
0,1,8,5,-2,0,3344,14112.818000000001
0,1,4,-2,-2,0,1047,7611.903
0,1,6,-2,-2,0,1708,7043.0
0,1,3,-2,-2,0,538,7702.0
0,3,9,5,-2,0,2536,11546.613000000001
0,2,6,2,-2,0,1702,8621.303
0,2,8,5,-2,1,2793,14384.742
0,2,6,5,-2,0,3329,4574.379
0,2,9,9,-2,0,3782,13512.503999999999
0,2,6,5,-2,0,1722,11613.618
0,2,10,5,-2,0,6416,17851.332
0,3,6,5,-2,0,1817,2627.0
0,2,5,2,-2,0,890,3034.563
0,2,6,5,-2,0,1847,11980.0
0,1,4,7,-2,0,865,5320.2
0,2,5,-2,-2,0,1262,5610.048000000001
0,1,3,5,-2,0,736,7161.0
0,2,7,3,-2,0,3478,21699.283
0,1,4,5,-2,0,1248,7042.428000000001
0,2,4,5,-2,0,1278,8755.948
0,1,3,-2,-2,0,572,4440.121
0,2,8,5,-2,1,3536,2523.467
0,3,8,5,-2,1,2986,12934.972
0,1,6,5,-2,0,1095,3905.886
0,2,8,2,-2,0,1576,26153.194
0,2,5,7,-2,0,1643,5542.891
0,1,6,5,-2,0,2788,11527.122
0,1,4,4,-2,0,2240,4918.481
0,1,5,5,-2,0,1045,1423.0
0,3,7,3,-2,0,2320,12861.835
0,1,3,3,-2,0,1050,23688.269
0,2,5,5,-2,0,1000,7689.19
0,2,7,2,-2,0,2230,10147.0
0,1,6,5,-2,0,1976,10341.355
0,3,9,5,-2,0,5240,8179.630999999999
0,1,4,-2,-2,0,809,4406.516
0,1,4,3,-2,0,808,9089.0
0,1,3,-2,-2,0,768,10422.29
0,2,10,5,-2,0,2829,16864.991
0,3,13,5,-2,1,5671,11158.104
0,3,8,5,-2,0,4488,9325.856
0,1,6,3,-2,0,768,22028.952
0,1,5,3,-2,1,2106,14332.598999999998
0,2,4,3,-2,0,1275,12277.548
0,4,10,1,-2,0,3859,8035.798000000001
0,2,4,9,-2,0,580,8573.328000000001
0,1,3,5,-2,0,1385,6530.871
0,1,4,-2,-2,0,976,8827.903
0,1,4,-2,-2,0,1029,7271.669
0,1,5,5,-2,0,1170,13428.066
0,2,7,5,-2,0,3948,8344.966999999999
0,1,5,5,-2,0,1036,3560.3520000000003
0,1,3,-2,-2,0,546,13414.368999999999
0,1,2,-2,-2,0,738,2702.426
0,2,6,5,-2,0,3858,20486.679
0,2,4,5,-2,0,1346,6695.451999999999
0,2,4,5,-2,0,1242,14223.795
0,1,3,5,-2,0,902,1841.77
0,1,10,5,-2,0,2112,9919.302
