ZBEDROOMS,NCOMBATH,TOTROOMS,ROOFTYPE,FUELPOOL,RECBATH,TOTSQFT_EN,KWH
0,1,7,5,-2,0,4327,12702.903
0,1,4,-2,-2,0,694,10047.086
0,2,6,5,-2,0,1242,15945.723999999998
0,2,10,5,-2,0,2801,6423.888000000001
0,1,4,-2,-2,0,797,10594.028999999999
0,2,8,5,-2,0,3430,11618.059
0,2,7,1,-2,0,2914,5451.222
0,1,3,-2,-2,0,888,2370.9
0,1,10,5,-2,0,4575,7166.246999999999
0,1,6,3,-2,0,2215,22203.05
0,2,7,5,-2,0,1296,19063.195
0,2,5,2,-2,0,1802,8841.845
0,2,8,5,-2,0,2320,7302.936
0,2,13,5,-2,0,4320,23422.293999999998
0,2,6,2,-2,0,2778,4844.126
0,2,7,5,-2,0,3695,10874.581
0,2,10,5,-2,0,4223,15187.266000000001
0,1,3,-2,-2,0,624,4574.0
0,2,6,5,-2,0,2128,19511.0
0,2,6,5,-2,0,1225,12051.375
0,2,8,5,-2,0,1828,6195.819
0,2,10,5,-2,0,2840,7753.516
0,2,6,5,-2,0,1773,11917.728000000001
0,2,7,1,-2,1,3266,8144.619000000001
0,1,1,-2,-2,0,1109,5372.05
0,2,9,5,-2,0,3192,19544.0
0,1,4,5,-2,0,716,2769.8059999999996
0,3,10,7,-2,1,2896,20353.978
0,2,7,5,-2,1,2640,17714.035
0,1,7,5,-2,0,2137,13334.646999999999
0,2,4,5,-2,0,938,16672.346
0,3,11,5,-2,0,2886,10252.779
0,4,12,5,5,1,5369,29996.227000000003
0,2,6,5,-2,0,1296,11371.0
0,1,2,-2,-2,0,576,3901.833
0,2,3,5,-2,0,912,5760.164000000001
0,2,7,5,-2,0,3360,33072.856
0,2,7,5,-2,1,2360,10483.143
0,1,2,-2,-2,0,497,2167.0
0,1,4,1,-2,0,625,13930.0
0,1,4,5,-2,0,1106,6821.69
0,2,4,-2,-2,0,988,2875.0
0,1,4,-2,-2,0,788,2840.903
0,1,6,5,-2,0,1184,5621.0
0,2,6,5,-2,0,3208,10983.385
0,2,6,-2,-2,0,848,5705.632
0,1,5,2,-2,0,1382,4988.47
0,2,4,-2,-2,0,1039,9528.0
0,1,7,2,-2,0,3150,5057.284000000001
0,1,3,2,-2,0,574,3369.9309999999996
0,1,2,-2,-2,0,870,3663.613
0,2,7,5,-2,0,3878,15713.437
0,2,10,5,5,0,4047,29126.129
0,1,7,3,-2,0,2312,19785.334
0,2,6,5,-2,0,1352,8396.189
0,2,7,5,-2,0,1511,11152.75
0,2,7,5,-2,0,1591,5394.528
0,2,4,-2,-2,0,943,4443.0
0,1,5,5,-2,0,1348,15185.118
0,1,4,3,-2,0,806,10092.817
0,4,9,5,-2,1,5234,14166.521999999999
0,1,3,3,-2,0,3902,10110.161
0,1,4,3,-2,0,936,16564.161
0,2,6,2,-2,0,584,3854.0
0,1,5,2,-2,0,3822,15306.581
0,1,3,-2,-2,0,889,7940.116999999999
0,2,6,5,-2,0,4124,25362.129
0,2,4,5,-2,0,847,6696.5
0,2,5,5,-2,1,2960,24345.967999999997
0,2,7,5,-2,0,1152,10806.354
0,2,6,5,-2,0,2407,15534.986
0,2,6,5,-2,0,2642,11798.408000000001
0,2,6,5,-2,0,2157,5430.5869999999995
0,1,4,5,-2,0,1318,4863.592000000001
0,1,7,5,-2,0,2194,8104.178000000001
0,2,5,5,-2,0,1732,15295.955
0,3,8,5,-2,1,2768,14579.971000000001
0,3,9,1,-2,0,3094,3631.775
0,1,8,5,-2,0,1737,19498.519
0,1,4,-2,-2,0,858,8911.996
0,1,6,5,-2,0,1300,15054.535
0,2,6,5,-2,0,1129,1479.9170000000001
0,2,5,5,-2,0,1680,8050.581
0,2,5,2,-2,0,940,9940.0
0,2,4,-2,-2,0,848,4325.1179999999995
0,1,10,5,-2,0,2639,8432.993
0,2,6,5,-2,0,3013,20372.226000000002
0,3,9,1,1,1,3759,8375.0
0,1,4,5,-2,0,1418,3982.2309999999998
0,1,4,3,-2,0,870,9848.0
0,3,8,2,-2,0,2163,12538.968
0,2,12,5,-2,0,3054,16155.8
0,1,4,-2,-2,0,750,3313.0559999999996
0,3,7,5,-2,0,2038,24739.118
0,1,7,5,-2,0,1466,7459.378000000001
0,2,7,5,-2,0,2194,13070.0
0,1,6,5,-2,0,2916,5097.17
0,5,12,4,5,0,7830,61632.172
0,2,8,5,-2,0,2382,10703.472
0,1,6,5,-2,0,1500,6367.415
0,3,7,1,-2,0,2990,6479.465
0,3,7,2,-2,0,3314,22946.0
0,2,5,5,-2,0,1621,16999.318
0,2,5,5,-2,0,1934,7796.231
0,2,5,-2,-2,0,1318,5242.0
0,1,6,5,-2,0,1380,17177.596
0,1,4,5,-2,0,675,2996.29
0,2,8,5,-2,0,3145,12726.812
0,2,8,1,-2,0,3610,22181.601000000002
0,1,3,-2,-2,0,672,1784.7420000000002
0,2,7,5,-2,0,1098,4093.3509999999997
0,1,3,3,-2,0,504,4863.0
0,2,5,5,-2,0,2309,13441.276000000002
0,2,5,9,-2,1,836,11597.29
0,2,9,5,-2,0,4904,12828.218
0,2,3,5,-2,0,1585,1962.16
0,3,10,1,-2,0,2660,3095.3259999999996
0,3,8,7,-2,0,4744,8428.591
0,2,6,5,-2,0,1739,11733.0
0,3,8,1,-2,0,1792,28110.693
0,3,9,5,-2,0,2222,5658.214
0,3,10,5,-2,0,3408,18239.816000000003
0,1,3,3,-2,0,714,3885.143
0,2,5,5,-2,0,1956,6013.46
0,2,7,5,-2,1,5620,14248.466
0,2,9,5,-2,0,3191,8998.0
0,1,3,-2,-2,0,590,5083.058
0,1,4,5,-2,0,1750,8625.067
0,2,10,5,-2,1,3700,17254.118000000002
0,2,6,3,-2,0,1280,5951.0
0,2,10,5,-2,0,1588,10502.393999999998
0,1,8,5,-2,0,2300,13007.518999999998
0,2,6,1,-2,0,1600,2301.288
0,1,4,-2,-2,0,1470,4306.0
0,2,4,5,-2,0,910,8101.963000000001
0,1,6,5,-2,0,2621,6568.84
0,1,6,5,-2,0,1624,22807.49
0,1,3,-2,-2,0,830,12643.794
0,2,6,5,-2,0,4488,5539.258000000001
0,2,6,5,-2,0,1820,13073.941
0,1,1,2,-2,0,662,5343.0
0,1,8,5,-2,0,3584,7854.194
0,1,4,-2,-2,0,756,10165.537
0,1,3,-2,-2,0,398,6638.0
0,1,4,2,-2,0,2128,6195.941999999999
0,1,4,-2,-2,0,915,9164.865
0,2,9,5,-2,1,2300,17671.0
0,1,3,-2,-2,0,763,2224.456
0,1,4,-2,-2,0,942,3156.236
0,2,4,5,-2,0,1175,11351.0
0,1,4,5,-2,0,894,16812.4
0,1,3,-2,-2,0,591,3447.0
0,1,5,5,-2,0,2356,7339.116999999999
0,1,3,2,-2,0,719,8849.642
0,2,9,5,-2,0,5038,10919.19
0,1,5,-2,-2,0,780,13291.298999999999
0,2,5,-2,-2,0,600,6336.0
1,2,3,3,-2,0,1280,31209.28
0,1,3,5,-2,0,1768,12838.958999999999
0,2,7,5,-2,0,1440,3518.0
0,2,8,5,-2,0,1792,32216.992000000002
0,2,12,5,-2,0,4264,4088.615
0,1,3,5,-2,0,1228,18036.27
0,1,7,5,-2,0,2520,14099.286
0,1,1,-2,-2,0,504,2460.452
0,1,6,5,-2,0,3952,4519.093
0,2,5,5,-2,0,1754,4393.975
0,2,9,5,1,0,2104,4648.129
0,2,4,5,-2,0,1147,2862.7659999999996
0,2,6,5,-2,0,2950,13258.79
0,1,6,3,-2,0,1400,10061.146999999999
0,1,6,5,-2,0,690,11139.703000000001
0,1,4,-2,-2,0,1248,7535.0
0,2,5,5,-2,0,1149,14790.954
0,1,1,-2,-2,0,553,4465.0
0,2,8,5,-2,0,4504,17141.207
0,2,6,5,-2,0,1200,19314.6
0,3,10,5,-2,1,2700,13368.243
0,1,6,5,-2,0,1456,4262.545
0,2,7,5,-2,0,2263,7724.825
0,1,4,3,-2,0,880,1970.87
0,4,13,5,-2,0,2388,6318.054
0,1,4,3,-2,0,768,59.078
0,1,4,-2,-2,0,1047,3588.4709999999995
0,1,3,-2,-2,0,986,7758.946
0,2,9,5,-2,0,2312,16122.803
0,2,5,5,-2,0,1404,19575.0
0,3,8,5,-2,0,2676,21046.631
0,1,5,5,-2,0,1868,8916.758
0,2,5,5,-2,0,1398,6833.178000000001
0,2,7,5,-2,0,3888,17052.056
0,1,1,5,-2,0,731,10962.13
0,1,7,5,-2,0,1680,8590.886999999999
0,1,5,5,-2,0,1612,14316.0
0,1,4,-2,-2,0,670,5380.0
0,2,7,5,-2,0,3590,7688.8730000000005
0,2,7,4,-2,0,888,17417.228
0,1,4,5,-2,0,1258,7401.099
0,2,6,1,-2,0,1868,8445.101999999999
0,2,8,5,-2,0,2652,16003.455
0,2,8,5,-2,0,2478,10945.711000000001
0,1,6,3,-2,0,756,20394.968
0,1,7,5,-2,0,3068,7044.641
0,1,4,5,-2,0,1600,2867.867
0,2,5,5,-2,0,2540,10466.164
0,1,7,5,-2,0,1375,21455.221
0,1,3,5,-2,0,796,2529.47
0,1,3,7,-2,0,3322,19516.442
0,2,8,5,-2,0,1901,11034.792
0,1,3,-2,-2,0,975,2835.607
0,3,13,5,-2,1,3138,19180.355
0,2,6,5,-2,0,3094,12934.86
0,2,10,5,-2,0,3436,20210.181
0,1,7,5,-2,1,2400,8856.774
0,1,6,5,-2,0,2276,6072.849
0,2,6,5,-2,0,1800,19751.711
0,2,5,-2,-2,0,1413,11977.0
0,2,6,5,-2,0,1753,12126.0
0,2,9,5,-2,0,4106,7454.853
0,3,6,5,-2,0,2886,6150.026999999999
0,2,7,3,-2,0,1152,6390.249
0,1,2,-2,-2,0,487,1701.635
0,1,1,5,-2,0,1419,2624.0
0,1,7,5,-2,0,2551,5605.161
0,1,6,5,-2,0,1620,9033.599
0,4,11,5,-2,0,3984,13410.806
0,1,7,3,-2,0,2688,7581.803000000001
0,2,8,5,-2,0,4132,25571.525
0,2,7,5,-2,0,2098,1411.774
0,3,11,3,-2,0,4806,21540.0
0,3,8,5,-2,1,2912,25068.895
0,1,4,4,1,0,2541,18191.032
0,1,6,5,-2,0,1160,18164.802
0,2,3,5,-2,0,2052,6609.0
0,2,5,1,-2,0,1700,8025.935
0,2,5,5,-2,0,2064,16591.42
0,1,3,3,-2,0,736,9885.705
0,1,5,5,-2,0,1881,10858.146
0,2,7,5,-2,0,3751,15873.43
0,2,7,5,-2,1,1276,9408.693000000001
0,2,5,-2,-2,0,1280,18637.967
0,1,7,5,-2,0,1899,6794.776
0,2,7,1,-2,0,2583,13477.591999999999
0,2,7,2,-2,0,3768,12678.713
0,2,6,1,-2,0,1980,13559.613000000001
0,3,14,5,-2,1,1742,21633.597
0,1,5,5,-2,0,2460,9452.367
0,2,7,5,-2,0,3515,23778.982999999997
0,1,6,5,-2,0,2924,6638.557
0,2,11,5,-2,0,3952,15470.528999999999
0,1,3,5,-2,0,1606,2904.042
0,1,6,5,-2,0,1328,17532.232
0,3,7,7,-2,0,3306,6480.396
0,3,8,7,-2,0,3688,10680.1
0,1,5,5,-2,0,980,3311.428
0,1,4,3,-2,0,800,12195.71
0,1,1,-2,-2,0,461,5174.5
0,1,5,1,-2,0,1622,6223.973000000001
0,1,6,3,-2,0,1536,6610.118
0,2,4,5,-2,0,1224,10205.821
0,1,2,-2,-2,0,514,5914.236
0,1,5,5,-2,0,1070,7839.916
0,1,5,-2,-2,0,872,4453.401
0,2,6,5,-2,0,1288,19664.995
0,2,5,1,-2,0,976,18498.971
0,3,6,5,-2,0,2033,17509.95
0,1,7,5,-2,0,2883,5147.941
0,1,5,5,-2,0,3775,9567.648000000001
0,3,8,5,-2,0,2115,17382.264
0,2,5,5,-2,0,1956,17598.16
0,1,7,5,-2,0,1550,10076.171
0,2,9,5,-2,0,2898,31977.0
0,1,6,5,-2,0,1581,4457.098
0,2,7,5,-2,0,2528,16642.525
0,3,10,5,-2,0,2071,19013.0
0,1,4,5,-2,0,726,4240.0
0,2,7,3,-2,0,2141,29652.397999999997
0,1,5,5,-2,0,1042,2646.9790000000003
0,2,5,-2,-2,0,1380,3351.397
0,2,4,-2,-2,0,695,4823.808
0,2,6,5,-2,0,4008,9468.610999999999
0,1,3,-2,-2,0,727,7310.431
0,2,7,5,-2,0,2916,2459.456
0,2,7,5,-2,0,2404,20816.355
0,1,3,-2,-2,0,1463,11389.351
0,1,6,2,-2,0,3612,9383.722
0,2,4,5,-2,0,1965,10010.998
0,1,2,-2,-2,0,704,4913.758
0,1,3,-2,-2,0,893,10267.541
0,1,3,5,-2,0,2166,6545.0
0,2,6,5,-2,0,1648,21136.276
0,2,8,5,-2,0,5700,19123.754
0,3,6,5,1,1,2058,13078.0
0,1,1,-2,-2,0,650,3966.5879999999997
0,2,7,5,-2,0,1063,12769.802
0,1,6,5,-2,0,2259,6799.706999999999
0,1,4,-2,-2,0,803,8369.285
0,2,9,5,-2,0,1864,26849.431
0,2,11,5,-2,0,2899,3614.64
0,2,5,5,-2,0,1246,7578.853
0,1,8,5,-2,0,2478,16064.839
0,1,5,-2,-2,0,928,4697.771
0,2,9,5,-2,0,3379,15131.0
0,3,9,1,-2,0,3882,11082.485
0,1,6,2,-2,0,1352,12383.963
0,1,4,-2,-2,0,1350,4685.726
0,2,5,5,-2,0,2174,7632.529
0,1,5,5,-2,0,2736,14754.833999999999
0,1,6,5,-2,0,2775,5497.634
0,1,6,5,-2,0,2256,6460.969
0,2,7,5,-2,0,1522,12867.29
0,3,7,5,-2,0,3056,6003.71
0,5,9,5,-2,1,2442,31226.4
0,2,7,5,8,0,1350,12845.673999999999
0,2,6,5,-2,0,1370,11358.268999999998
0,2,5,7,-2,0,1032,15745.0
0,2,8,5,-2,0,2768,7047.903
0,1,1,-2,-2,0,527,9954.552
0,2,7,5,-2,0,3056,9967.368
0,3,11,5,-2,0,3170,14045.736
0,1,5,5,-2,0,1513,8466.232
0,5,12,5,-2,0,8066,36203.0
0,1,5,5,-2,0,1827,7440.983
0,2,5,-2,-2,0,1158,3474.262
0,3,8,5,-2,0,3288,13638.0
0,2,8,5,-2,1,2448,25905.481
0,2,5,5,-2,0,1256,14559.782
0,3,10,5,-2,1,3200,15922.505
0,1,6,-2,-2,0,1107,5117.167
0,1,2,-2,-2,0,538,4573.0
1,1,4,-2,-2,0,761,5517.0
0,1,6,5,-2,0,3151,8783.376
0,2,7,3,-2,0,2551,17395.8
0,4,9,5,-2,0,7255,17692.398999999998
0,2,6,5,2,0,2736,26627.826
0,2,8,5,-2,0,3152,9537.863000000001
0,2,7,3,-2,0,1152,7168.871
0,2,7,-2,-2,0,2020,9424.0
0,2,8,5,-2,0,1568,7216.556
0,1,8,1,-2,0,3204,2653.0
0,2,5,5,-2,1,2121,10966.068000000001
0,1,4,3,-2,0,1240,21354.0
0,1,3,2,-2,0,525,1503.191
0,1,4,5,-2,0,1435,11216.028
0,2,6,2,-2,0,1267,7370.4890000000005
0,2,4,-2,-2,0,1047,2363.6710000000003
0,1,10,5,-2,0,2840,8923.648000000001
0,2,7,1,-2,0,1714,8718.175
0,1,1,-2,-2,0,538,5570.576
0,1,3,-2,-2,0,1123,3896.5290000000005
0,2,5,5,-2,0,1976,15518.483999999999
0,2,10,5,1,1,5165,22601.398999999998
0,1,5,5,-2,0,980,4010.636
0,2,9,9,-2,0,7038,7072.8
0,2,13,5,-2,0,6790,13037.794
0,2,10,5,-2,0,1200,20168.283
0,3,6,1,-2,0,1848,22221.773999999998
0,2,6,3,-2,0,1064,15356.177
0,1,4,5,-2,0,889,5219.0740000000005
0,1,1,-2,-2,0,384,3052.0
0,1,6,1,-2,0,2574,13525.889
0,1,3,-2,-2,0,868,4868.412
0,2,5,5,-2,0,2396,9242.235
0,2,7,5,-2,0,1955,7580.0
0,2,5,3,-2,0,3280,19098.0
0,2,5,5,-2,0,2775,7371.805
0,1,5,5,-2,0,612,11921.133
0,2,8,5,-2,0,1660,4376.758
0,1,9,5,-2,1,3360,8762.231
0,1,6,5,-2,0,1448,5445.835999999999
0,1,4,1,-2,0,936,8024.67
0,1,5,5,-2,0,1625,4448.727
0,2,4,3,-2,0,1052,10999.868999999999
0,1,5,5,-2,0,890,6911.857
0,1,4,3,-2,0,832,12255.868
0,1,1,5,-2,0,532,2242.0
0,3,8,4,-2,0,3208,12081.8
0,2,3,-2,-2,0,756,4581.0
0,2,5,5,-2,0,3200,10421.627
0,2,6,5,-2,1,2152,8791.386
0,2,6,5,-2,0,1533,9843.0
0,3,9,5,-2,0,1188,26030.065
0,2,6,3,-2,0,1980,14182.287
0,4,13,5,1,1,3138,57985.824
0,2,7,5,-2,1,4362,9578.945
0,4,17,5,-2,0,4866,17888.881999999998
0,1,4,3,-2,0,1670,23940.406000000003
0,2,8,5,-2,0,1550,15770.333
0,3,8,2,-2,0,3809,22546.147
0,2,5,3,-2,0,1280,15579.0
0,2,6,5,-2,0,2548,13049.278
0,1,5,9,-2,0,1330,5269.493
0,2,7,3,-2,0,1920,28875.981
0,3,9,5,-2,0,2447,23425.322999999997
0,1,6,4,-2,0,2243,15250.788999999999
0,2,8,5,-2,0,2198,9473.0
0,3,13,5,-2,0,3200,11743.0
1,2,6,5,-2,0,1500,18041.091
0,1,4,-2,-2,0,977,6200.0
0,1,7,5,-2,0,3152,9302.862
0,3,10,3,-2,0,2240,18278.435
0,2,3,-2,-2,0,1053,6489.556
0,2,11,5,-2,0,4072,4074.995
0,2,6,3,-2,0,2000,2822.3779999999997
0,2,8,5,-2,0,2400,16722.699
0,1,6,4,-2,0,2422,3105.511
0,2,7,5,-2,0,1702,19619.0
0,2,6,1,-2,0,1265,15578.611
0,2,8,5,-2,0,3100,10374.815999999999
0,2,6,5,-2,0,1630,19176.69
0,2,5,3,-2,0,1656,3729.0
0,1,7,5,-2,0,2772,12448.161
0,3,9,5,-2,0,2455,6976.0
0,1,1,-2,-2,0,361,1561.5439999999999
0,2,8,3,-2,0,1792,17530.057
0,2,5,-2,-2,0,900,9481.094000000001
0,2,8,5,2,0,2466,28520.528
0,2,7,5,-2,0,1400,23531.412
0,3,9,5,-2,0,2664,4992.141
0,2,6,7,-2,0,2600,6423.368
0,2,6,3,-2,0,1260,15808.0
0,2,4,-2,-2,0,694,7724.972
0,3,7,3,-2,0,2325,13410.0
0,1,6,5,-2,0,1176,13783.005
0,2,8,-2,-2,0,1279,4808.0
0,1,1,-2,-2,0,1077,1781.1629999999998
0,1,4,5,-2,0,892,9019.028
0,2,7,2,-2,0,2240,24440.051
0,2,7,5,-2,0,1880,9904.7
0,2,6,3,-2,0,1700,8503.0
0,3,8,5,-2,0,4448,45083.003
0,1,4,2,-2,0,525,11079.704
0,1,5,5,-2,0,1724,17528.358
0,1,6,5,-2,0,1676,8934.496
0,1,5,5,-2,0,1612,15296.267
0,1,4,5,-2,0,3890,10885.514
0,1,5,5,-2,0,1584,4390.18
0,2,7,5,-2,0,3551,7375.0
0,1,7,5,-2,0,1344,16897.734
0,2,7,5,-2,0,1884,27834.706000000002
0,1,5,5,-2,0,3146,7372.781
0,1,7,5,-2,0,1644,6444.6990000000005
0,1,6,5,-2,0,1806,15539.818000000001
0,2,6,5,-2,1,2028,14491.601999999999
0,2,9,5,-2,0,3588,9110.086
0,1,3,5,-2,0,1130,2115.545
0,1,4,-2,-2,0,1235,10785.0
0,4,13,7,1,0,5518,63216.806
0,3,9,5,-2,1,3074,5847.0
0,1,8,5,-2,0,2727,9720.813
0,2,8,5,-2,0,2300,16637.479
0,2,8,9,-2,0,2652,7055.271
0,1,7,5,-2,0,2040,28068.516
0,3,13,5,-2,0,4141,16277.578000000001
0,2,6,5,-2,0,2200,8267.032
0,1,8,3,-2,0,2727,16602.258
0,2,5,5,-2,0,1105,11606.864
0,2,6,2,-2,0,2940,25490.4
0,2,9,5,-2,0,1976,19493.996
0,2,11,5,-2,0,3468,7440.0
0,2,10,5,1,0,4290,16822.293999999998
0,2,5,5,-2,0,1482,13082.366000000002
0,2,5,3,-2,0,1063,12299.839
0,2,6,5,-2,0,1125,4159.129
0,3,7,5,-2,0,1618,14658.343
0,2,5,3,-2,1,5620,11700.0
0,2,8,5,-2,0,2000,9968.0
0,2,8,5,-2,0,2037,16967.733
0,3,11,5,-2,0,4320,14952.463
0,3,12,2,-2,0,7700,34167.0
0,1,6,5,-2,0,1440,18907.093999999997
0,1,2,-2,-2,0,487,1658.529
0,3,9,7,-2,0,3668,31170.9
0,2,7,5,-2,0,4509,10236.069
0,2,7,5,-2,0,2090,9569.257
0,1,3,3,-2,0,420,8659.92
0,1,3,5,-2,0,851,3717.0809999999997
0,3,9,5,-2,0,5879,22234.365
0,1,8,2,-2,0,1549,6245.625
0,2,8,2,-2,0,2788,17395.293999999998
0,1,7,3,-2,0,925,16714.69
0,1,6,2,-2,0,1344,10836.39
0,2,7,7,-2,0,2840,19142.673
0,1,4,-2,-2,0,914,4437.0
0,2,7,5,-2,0,1375,6987.515
0,2,5,5,-2,1,1556,20359.776
0,1,1,-2,-2,0,748,5780.0
0,2,4,-2,-2,0,1205,6235.5830000000005
0,1,9,5,-2,0,2916,14201.998
0,2,11,5,-2,0,5100,6753.479
0,2,8,5,1,1,2903,23439.822999999997
0,1,6,5,-2,0,1190,4535.942
0,1,6,5,-2,0,894,10119.485
0,2,9,5,-2,0,2451,5648.619000000001
0,2,5,5,-2,0,1208,8443.84
0,2,5,5,-2,0,1827,3524.298
0,2,6,3,-2,1,2328,18609.0
0,2,7,5,-2,0,1609,9183.867
0,1,5,5,-2,0,3360,10582.0
0,1,2,-2,-2,0,576,3193.0
0,2,6,5,-2,0,2456,9449.469000000001
0,2,6,5,-2,0,1972,10108.966999999999
0,2,5,2,-2,0,2138,2445.903
0,1,1,-2,-2,0,521,4788.0
0,2,8,5,-2,0,3140,27604.541
0,2,5,5,-2,0,2597,13990.219
0,2,6,5,-2,0,1702,23995.157000000003
0,1,4,5,-2,0,1240,4742.417
0,2,5,5,-2,1,2605,9226.458
0,3,7,5,-2,0,1728,14937.856000000002
0,1,6,5,-2,0,1478,20881.742
0,1,5,5,-2,0,1381,6899.982
0,2,5,5,-2,0,1307,17126.467
0,1,4,3,-2,0,585,7220.971
0,2,5,3,-2,0,1025,17866.348
0,1,8,5,-2,0,2270,6838.396
0,1,3,-2,-2,0,473,5567.201999999999
0,1,6,5,-2,0,2028,7165.515
0,2,8,5,-2,0,1940,5779.02
0,2,7,5,-2,0,2080,9007.636
0,2,5,-2,-2,0,967,18628.752
0,1,6,5,-2,0,1736,15974.0
0,4,5,2,-2,0,3494,26486.988999999998
0,3,7,5,-2,0,7629,31092.011000000002
0,2,5,-2,-2,0,1188,4885.097
0,1,5,-2,-2,0,973,7686.0
0,1,4,5,-2,0,3305,10393.832
0,1,7,5,-2,0,1836,9887.151
0,1,6,3,-2,0,2240,13139.261
0,2,8,5,-2,0,1474,18934.032
0,1,3,-2,-2,0,595,4467.0
0,2,7,5,-2,1,4506,6415.972
0,2,8,5,-2,1,1892,16508.112
0,1,4,-2,-2,0,1144,6792.871
0,2,8,5,-2,0,2016,16349.975
0,1,4,2,-2,0,1152,12900.388
0,2,9,1,1,1,1900,8698.0
0,3,8,5,-2,0,2804,10346.642
0,2,13,5,-2,0,3200,5945.976
0,2,6,-2,-2,0,1190,12886.698
0,1,4,5,-2,0,773,9602.612
0,2,9,5,-2,0,2618,8348.991
0,2,7,5,-2,0,2166,10425.594000000001
0,2,7,5,-2,0,1140,14613.235
0,2,8,5,-2,0,4064,18307.871
0,1,8,5,-2,0,3952,3219.248
0,1,4,-2,-2,0,1035,2641.961
0,2,6,5,-2,0,3700,23860.388
0,2,4,5,-2,0,1360,11058.121000000001
0,3,10,5,-2,0,6006,16362.516000000001
0,1,6,3,-2,0,868,15996.968
0,2,7,5,-2,0,1711,31380.162999999997
0,2,8,1,-2,0,1568,7717.015
0,1,8,5,-2,0,1920,5322.576999999999
0,2,5,5,-2,0,1080,2795.0
0,2,10,-2,-2,0,1848,8165.681
0,2,8,5,-2,1,4048,12216.482
0,2,7,5,-2,0,2656,14964.159
0,4,11,5,-2,0,4444,41096.405
0,2,5,5,-2,0,1022,17781.613
0,1,4,-2,-2,0,1545,7008.486999999999
0,2,6,1,-2,0,774,4032.1040000000003
0,1,3,3,-2,0,594,4660.0
0,3,10,5,-2,0,6112,18666.75
0,1,3,-2,-2,0,477,5073.193
0,1,4,5,-2,0,1024,6583.204000000001
0,2,9,5,-2,0,3240,7619.759
0,1,4,-2,-2,0,898,2011.503
0,1,6,2,-2,0,920,9241.021999999999
0,2,6,5,-2,0,3696,9863.122
0,3,7,5,-2,0,1837,15345.0
0,3,7,5,-2,0,2524,24332.636000000002
0,3,9,5,-2,0,3225,6620.0
0,2,5,9,-2,0,2018,16264.757
0,1,6,9,-2,0,1333,3054.0
0,2,7,5,-2,0,2040,10966.669
0,2,7,5,-2,0,2142,3174.292
0,1,1,-2,-2,0,776,7448.0
0,3,9,5,-2,0,4896,17214.528000000002
0,1,9,5,-2,0,5400,11881.268
0,2,5,5,-2,1,1884,15872.871000000001
0,3,5,5,-2,0,2352,14058.258
0,1,3,2,-2,0,738,2238.199
0,1,7,5,-2,0,2412,7327.895
0,1,3,-2,-2,0,626,1725.0
0,1,5,7,-2,0,1188,25629.342999999997
0,2,8,2,-2,0,1375,5819.972
0,3,9,5,-2,0,4297,14465.063999999998
0,2,7,5,-2,0,1840,6780.174
0,1,6,5,-2,0,2010,5190.484
0,2,4,-2,-2,0,888,9020.942
0,1,6,5,-2,0,4520,34992.817
0,3,8,7,-2,0,6660,6545.415
0,1,8,3,-2,0,1884,7565.344
0,2,8,5,-2,0,1807,8576.0
0,2,4,5,-2,0,564,10121.771999999999
0,1,6,3,-2,0,1248,28078.8
0,1,4,5,-2,0,810,3248.0
0,2,5,5,-2,0,1315,17144.485
0,2,10,5,-2,0,2750,18636.14
0,1,3,-2,-2,0,714,9467.0
0,2,8,3,-2,0,4093,15369.0
0,2,10,5,-2,1,3504,16076.326000000001
0,1,5,5,-2,0,864,19058.652
0,1,7,5,-2,0,2860,8355.973
0,1,6,5,-2,0,1300,26720.375
0,1,6,5,-2,0,1980,9102.615
0,2,7,5,-2,0,1598,10890.63
0,1,5,5,-2,0,1164,9665.051
0,2,6,5,-2,0,1895,10373.648000000001
0,2,8,5,-2,0,1075,11573.938
0,2,9,5,-2,0,3662,8336.556999999999
0,1,3,5,-2,0,1213,6095.0
0,2,7,1,-2,0,1620,841.0
0,2,4,7,-2,0,955,3162.473
0,1,5,5,-2,0,1625,3047.433
0,1,1,-2,-2,0,461,4094.0
0,1,8,1,-2,0,2115,2872.9559999999997
0,1,10,5,-2,0,2412,7062.6359999999995
0,2,6,5,-2,0,5752,11611.902
0,1,3,-2,-2,0,720,9016.513
0,2,6,5,-2,0,4008,14009.919
0,1,6,5,-2,0,3648,6301.409000000001
0,1,7,5,-2,0,3888,2596.0879999999997
0,3,8,5,-2,0,3781,20979.577999999998
0,1,7,2,-2,0,2112,3916.0
0,4,14,5,-2,0,3813,22673.082000000002
0,2,9,5,-2,0,3588,11153.499
0,2,9,5,-2,0,3424,26897.468999999997
0,3,12,5,-2,0,4010,20870.929
0,2,8,5,-2,0,5300,7955.455
0,1,4,5,-2,0,1324,7084.4
0,1,3,5,-2,0,1134,13201.667
0,2,9,5,-2,0,1863,9000.471
0,2,6,7,1,1,1694,18316.384
0,2,7,5,-2,0,2288,14357.062
0,1,4,5,-2,0,1242,6651.003000000001
0,2,8,5,-2,0,2377,10875.991000000002
1,2,6,5,-2,0,925,7108.465
0,2,12,5,-2,0,2139,8217.306
0,2,4,5,-2,0,4210,7800.028
0,1,5,3,-2,0,1614,12404.0
0,2,3,5,-2,0,1081,13688.0
0,2,6,5,-2,0,2110,2375.0
